,Sequence_ids,Sequence_times,SessionTime_Reference
684,"[21, 16, 63, 37, 72]","[0.2950999999998203, 0.2153000000000702, 0.25109999999995125, 0.19070000000010623, 1.1382999999998447]","[1823.8806000000002, 1824.1757, 1824.391, 1824.6421, 1824.8328000000001]"
685,"[21, 16, 63, 37, 71, 15, 51]","[0.26099999999996726, 0.2415000000000873, 0.2666999999999007, 0.26890000000003056, 0.7903000000001157, 1.3527999999998883, 0.47250000000008185]","[1825.9711, 1826.2321, 1826.4736, 1826.7403, 1827.0092, 1827.7995, 1829.1523]"
686,"[61, 11, 16]","[0.4470000000001164, 0.05569999999988795, 0.34580000000005384]","[1835.0925, 1835.5395, 1835.5952]"
687,[62],[0.5298000000000229],[1835.9794]
688,"[26, 63, 37, 72]","[0.5887000000000171, 0.2602999999999156, 0.45620000000008076, 0.42640000000005784]","[1836.5092, 1837.0979, 1837.3582, 1837.8144]"
689,"[21, 16, 63, 37, 72]","[0.2726000000000113, 0.21440000000006876, 0.23309999999992215, 0.20689999999990505, 1.2083000000000084]","[1838.2408, 1838.5134, 1838.7278000000001, 1838.9609, 1839.1678]"
690,"[26, 61, 13, 37, 72]","[0.4958000000001448, 0.6342999999999392, 0.4117999999998574, 0.2721000000001368, 0.2626000000000204]","[1840.3761, 1840.8719, 1841.5062, 1841.918, 1842.1901]"
691,"[21, 12]","[0.338799999999992, 0.7161999999998443]","[1842.4527, 1842.7915]"
692,"[26, 63, 37, 72]","[0.5653000000002066, 0.2242999999998574, 0.22720000000003893, 1.1639999999999873]","[1843.5076999999999, 1844.073, 1844.2973, 1844.5245]"
693,"[21, 16, 63, 37, 72]","[0.27520000000004075, 0.23230000000012296, 0.24719999999979336, 0.22050000000012915, 1.363700000000108]","[1845.6885, 1845.9637, 1846.1960000000001, 1846.4432, 1846.6637]"
694,"[21, 16, 66, 63, 37, 72]","[0.3188999999999851, 0.23339999999984684, 0.12660000000005311, 0.2663000000000011, 0.2156999999999698, 1.1933000000001357]","[1848.0274000000002, 1848.3463000000002, 1848.5797, 1848.7063, 1848.9726, 1849.1883]"
695,"[21, 16, 63, 37, 72]","[0.28369999999995343, 0.3141000000000531, 0.20239999999989777, 0.22299999999995634, 1.7128000000000156]","[1850.3816000000002, 1850.6653000000001, 1850.9794000000002, 1851.1818, 1851.4048]"
696,"[21, 16, 63, 37, 77, 72]","[0.29320000000006985, 0.28749999999990905, 0.21299999999996544, 0.24870000000009895, 1.529299999999921, 0.3191999999999098]","[1853.1176, 1853.4108, 1853.6983, 1853.9113, 1854.16, 1855.6893]"
697,"[26, 61, 16, 63, 37, 72]","[0.5372999999999593, 0.6402000000000498, 0.18329999999991742, 0.21910000000002583, 0.3106000000000222, 0.7408000000000357]","[1856.0085, 1856.5457999999999, 1857.186, 1857.3692999999998, 1857.5883999999999, 1857.899]"
698,"[21, 11, 16, 63, 37, 72]","[0.2742000000000644, 0.2839999999998781, 0.2315000000000964, 0.19100000000003092, 0.24119999999993524, 0.6413000000000011]","[1858.6398, 1858.914, 1859.1979999999999, 1859.4295, 1859.6205, 1859.8617]"
699,"[21, 16, 63, 37, 72]","[0.30490000000008877, 0.21149999999988722, 0.21790000000009968, 0.1997999999998683, 1.5188000000000557]","[1860.503, 1860.8079, 1861.0194, 1861.2373, 1861.4370999999999]"
700,"[21, 16, 63, 37, 72]","[0.27939999999989595, 0.2475000000001728, 0.35029999999983374, 0.24670000000014625, 1.0787000000000262]","[1862.9559, 1863.2352999999998, 1863.4828, 1863.8330999999998, 1864.0798]"
701,"[21, 16, 63, 37, 72]","[0.23230000000012296, 0.2826999999999771, 0.2178999999998723, 0.29520000000002256, 1.6174000000000888]","[1865.1585, 1865.3908000000001, 1865.6735, 1865.8914, 1866.1866]"
702,"[21, 16, 63, 37, 72]","[0.2907999999999902, 0.22010000000000218, 0.19280000000003383, 0.2255999999999858, 1.264299999999821]","[1867.804, 1868.0948, 1868.3149, 1868.5077, 1868.7333]"
703,"[21, 16, 63, 37, 72]","[0.30600000000004, 0.2399000000000342, 0.22699999999986176, 0.22640000000001237, 1.250099999999975]","[1869.9976, 1870.3036, 1870.5435, 1870.7704999999999, 1870.9968999999999]"
704,"[21, 16, 63, 33, 37, 72]","[0.2817999999999756, 0.2878000000000611, 0.20299999999997453, 0.12059999999996762, 0.2134000000000924, 1.121499999999969]","[1872.2469999999998, 1872.5287999999998, 1872.8165999999999, 1873.0195999999999, 1873.1401999999998, 1873.3536]"
705,"[21, 16, 63, 33, 37, 72]","[0.22640000000001237, 0.2575000000001637, 0.21219999999993888, 0.0905999999999949, 0.2017000000000735, 1.4696000000001277]","[1874.4750999999999, 1874.7015, 1874.959, 1875.1712, 1875.2618, 1875.4635]"
706,"[21, 16, 63, 37, 72]","[0.29949999999985266, 0.2960000000000491, 0.20209999999997308, 0.2214000000001306, 1.4911999999997079]","[1876.9331000000002, 1877.2326, 1877.5286, 1877.7307, 1877.9521000000002]"
707,"[21, 16, 63, 37, 71, 12]","[0.27460000000019136, 0.24759999999992033, 0.2648999999998978, 0.28510000000005675, 1.7214000000001306, 0.3910999999998239]","[1879.4433, 1879.7179, 1879.9655, 1880.2304, 1880.5155, 1882.2369]"
708,"[21, 13, 37, 72]","[0.37740000000007967, 0.49469999999996617, 0.23870000000010805, 0.3550000000000182]","[1882.628, 1883.0054, 1883.5001, 1883.7388]"
709,"[21, 16, 63, 37, 77, 72]","[0.30709999999999127, 0.21509999999989304, 0.20830000000000837, 0.28140000000007603, 0.7517999999997755, 0.7417000000000371]","[1884.0938, 1884.4009, 1884.616, 1884.8243, 1885.1057, 1885.8574999999998]"
710,"[21, 13, 32]","[0.5965000000001055, 0.5344000000000051, 0.5356999999999061]","[1886.5991999999999, 1887.1957, 1887.7301]"
711,"[26, 63, 37, 72]","[0.45080000000007203, 0.246199999999817, 0.2804000000000997, 0.6167000000000371]","[1888.2658, 1888.7166, 1888.9627999999998, 1889.2432]"
712,"[21, 16, 63, 33, 37, 72]","[0.23839999999995598, 0.27130000000011023, 0.27359999999998763, 0.15999999999985448, 0.23450000000002547, 1.6858999999999469]","[1889.8599, 1890.0982999999999, 1890.3696, 1890.6432, 1890.8031999999998, 1891.0376999999999]"
713,"[21, 16, 63, 37, 71]","[0.2675000000001546, 0.33829999999989013, 0.2960000000000491, 0.25909999999998945, 0.7399000000000342]","[1892.7235999999998, 1892.9911, 1893.3293999999999, 1893.6254, 1893.8845]"
714,"[26, 67, 72]","[0.5578000000000429, 0.4352999999998701, 1.1047000000000935]","[1942.5201, 1943.0779, 1943.5131999999999]"
715,"[21, 16, 63, 37, 72]","[0.3652999999999338, 0.2680000000000291, 0.24289999999996326, 0.22749999999996362, 1.4224000000001524]","[1944.6179, 1944.9832, 1945.2512, 1945.4941, 1945.7215999999999]"
716,"[21, 16, 63, 37, 72]","[0.26759999999990214, 0.28929999999991196, 0.2377000000001317, 0.3106999999999971, 1.8506999999999607]","[1947.144, 1947.4116, 1947.7008999999998, 1947.9386, 1948.2493]"
717,"[21, 16, 63, 37, 72]","[0.2778000000000702, 0.2400000000000091, 0.2566999999999098, 0.3184000000001106, 1.0961999999999534]","[1950.1, 1950.3778, 1950.6178, 1950.8745, 1951.1929]"
718,[22],[0.06690000000003238],[1952.2891]
719,"[26, 66, 62]","[0.52800000000002, 0.16300000000001091, 0.6559999999999491]","[1952.356, 1952.884, 1953.047]"
720,"[21, 16, 63, 37, 72]","[0.2960000000000491, 0.21100000000001273, 0.23279999999999745, 0.2157999999999447, 1.299600000000055]","[1953.703, 1953.999, 1954.21, 1954.4428, 1954.6586]"
721,[22],[1.9448999999999614],[1955.9582]
722,[22],[0.5],[1957.9031]
723,"[26, 67, 73, 32]","[0.14419999999995525, 0.8535999999999149, 1.7796000000000731, 0.31159999999999854]","[1958.4252000000001, 1958.5694, 1959.423, 1961.2026]"
724,"[27, 76, 62]","[0.40840000000002874, 0.8062999999999647, 0.3447999999998501]","[1961.5142, 1961.9226, 1962.7289]"
725,"[21, 16, 63, 37, 72]","[0.2821000000001277, 0.27569999999991524, 0.23880000000008295, 0.32580000000007203, 1.771199999999908]","[1963.0737, 1963.3558, 1963.6315, 1963.8703, 1964.1961000000001]"
726,"[21, 16, 63, 37, 72]","[0.2720999999999094, 0.2536000000000058, 0.24090000000001055, 0.2415000000000873, 1.2358000000001539]","[1965.9673, 1966.2394, 1966.493, 1966.7339, 1966.9754]"
727,"[21, 16, 63, 37, 72]","[0.787499999999909, 0.32809999999994943, 0.23530000000005202, 0.251700000000028, 1.3936999999998534]","[1968.2112000000002, 1968.9987, 1969.3268, 1969.5621, 1969.8138000000001]"
728,"[21, 16, 63, 37, 72]","[0.29549999999994725, 0.2396000000001095, 0.21689999999989595, 0.3125999999999749, 1.1858999999999469]","[1971.2075, 1971.503, 1971.7426, 1971.9595, 1972.2721]"
729,"[21, 16, 63, 37, 72]","[0.31140000000004875, 0.24610000000006949, 0.22910000000001673, 0.21630000000004657, 1.146099999999933]","[1973.4579999999999, 1973.7694, 1974.0155, 1974.2446, 1974.4609]"
730,"[21, 16, 63, 37, 72]","[0.2903000000001157, 0.26520000000004984, 0.24579999999991742, 0.24939999999992324, 1.1645000000000891]","[1975.607, 1975.8973, 1976.1625000000001, 1976.4083, 1976.6577]"
731,"[21, 16, 63, 37, 72]","[0.2818999999999505, 0.240099999999984, 0.19229999999993197, 0.2235000000000582, 0.8765000000000782]","[1977.8222, 1978.1041, 1978.3442, 1978.5365, 1978.76]"
732,"[21, 13, 37, 72]","[0.7856999999999061, 0.4593999999999596, 0.25850000000014006, 0.28330000000005384]","[1979.6365, 1980.4222, 1980.8816, 1981.1401]"
733,"[26, 63, 33, 37, 72]","[0.5458999999998468, 0.2337999999999738, 0.11440000000015971, 0.22469999999998436, 1.1869999999998981]","[1981.4234000000001, 1981.9693, 1982.2031, 1982.3175, 1982.5422]"
734,"[21, 16, 63, 33, 37, 72]","[0.2765999999999167, 0.2946999999999207, 0.23900000000003274, 0.11509999999998399, 0.20820000000003347, 1.0925999999999476]","[1983.7292, 1984.0058, 1984.3004999999998, 1984.5394999999999, 1984.6545999999998, 1984.8627999999999]"
735,"[21, 16, 63, 37, 72]","[0.25240000000007967, 0.22600000000011278, 0.21019999999998618, 0.22779999999988831, 1.2775000000001455]","[1985.9553999999998, 1986.2078, 1986.4338, 1986.644, 1986.8718]"
736,"[21, 16, 63, 37, 72]","[0.28129999999987376, 0.25080000000002656, 0.22919999999999163, 0.22620000000006257, 1.3295000000000528]","[1988.1493, 1988.4306, 1988.6814, 1988.9106, 1989.1368]"
737,"[21, 16, 63, 37, 72]","[0.28119999999989886, 0.22630000000003747, 0.24360000000001492, 0.2598000000000411, 1.1345000000001164]","[1990.4663, 1990.7475, 1990.9738, 1991.2174, 1991.4772]"
738,"[26, 61, 16, 63, 37, 72]","[0.6328999999998359, 0.30910000000017135, 0.2502999999999247, 0.24469999999996617, 0.23849999999993088, 1.0119999999999436]","[1992.6117000000002, 1993.2446, 1993.5537000000002, 1993.804, 1994.0487, 1994.2872]"
739,"[21, 13, 37, 72]","[0.23820000000000618, 0.5096000000000913, 0.2807999999999993, 0.3139000000001033]","[1995.2992, 1995.5374, 1996.047, 1996.3278]"
740,"[21, 16, 63, 37, 72]","[0.3150999999998021, 0.2925000000000182, 0.2575000000001637, 0.2866999999998825, 0.8190999999999349]","[1996.6417000000001, 1996.9568, 1997.2493, 1997.5068, 1997.7935]"
741,"[21, 16, 63, 37, 71]","[0.24890000000004875, 0.25080000000002656, 0.23880000000008295, 0.21209999999996398, 0.8584000000000742]","[1998.6126, 1998.8615, 1999.1123, 1999.3511, 1999.5632]"
742,[22],[0.37479999999959546],[2118.8319]
743,"[26, 63, 37, 72]","[0.5004000000003543, 0.38220000000001164, 0.29719999999997526, 0.4175000000000182]","[2119.2066999999997, 2119.7071, 2120.0893, 2120.3865]"
744,"[26, 63, 37, 72]","[0.6309999999998581, 0.2645999999999731, 0.3386999999997897, 0.9753000000000611]","[2120.804, 2121.435, 2121.6996, 2122.0382999999997]"
745,"[21, 16, 63, 37]","[0.2937000000001717, 0.37629999999990105, 0.24260000000003856, 0.23779999999987922]","[2123.0135999999998, 2123.3073, 2123.6836, 2123.9262]"
746,"[21, 16, 66, 63, 37, 72]","[0.38610000000016953, 0.23640000000023065, 0.06169999999974607, 0.20420000000012806, 0.21630000000004657, 1.4985999999998967]","[2126.4653, 2126.8514, 2127.0878000000002, 2127.1495, 2127.3537, 2127.57]"
747,"[21, 16, 63, 37, 72]","[0.3579999999997199, 0.20760000000018408, 0.2597000000000662, 0.25900000000001455, 1.2428999999997359]","[2129.0686, 2129.4266, 2129.6342, 2129.8939, 2130.1529]"
748,"[21, 16, 63, 37, 72]","[0.3501000000001113, 0.31579999999985375, 0.20560000000023138, 0.22739999999976135, 1.33600000000024]","[2131.3958, 2131.7459, 2132.0616999999997, 2132.2673, 2132.4946999999997]"
749,"[26, 63, 37, 72]","[0.6028000000001157, 0.29140000000006694, 0.37019999999984066, 0.4920999999999367]","[2133.8307, 2134.4335, 2134.7249, 2135.0951]"
750,"[21, 16, 63, 37, 72]","[0.32360000000016953, 0.19290000000000873, 0.2155999999999949, 0.21769999999969514, 1.290400000000318]","[2135.5872, 2135.9108, 2136.1037, 2136.3193, 2136.537]"
751,"[21, 16, 63, 37, 72]","[0.7418999999999869, 0.25959999999986394, 0.27640000000019427, 0.3285999999998239, 1.974399999999605]","[2137.8274, 2138.5693, 2138.8289, 2139.1053, 2139.4339]"
752,"[21, 16, 63, 37, 72]","[0.35190000000011423, 0.22270000000025902, 0.23319999999966967, 0.2397000000000844, 1.033100000000104]","[2141.4082999999996, 2141.7601999999997, 2141.9829, 2142.2160999999996, 2142.4557999999997]"
753,"[21, 16, 63, 37, 72]","[0.2996000000002823, 0.21849999999994907, 0.22839999999996508, 0.2141999999998916, 0.7428000000004431]","[2143.4889, 2143.7885, 2144.007, 2144.2354, 2144.4496]"
754,"[26, 61, 16, 63, 37]","[0.5739999999996144, 0.7066000000004351, 0.28039999999964493, 0.19430000000011205, 0.23829999999998108]","[2145.1924000000004, 2145.7664, 2146.4730000000004, 2146.7534, 2146.9477]"
755,[62],[0.6410999999998239],[2156.3339]
756,[22],[0.12330000000019936],[2156.975]
757,"[21, 16, 63, 37, 72]","[0.3174999999996544, 0.26530000000002474, 0.2197000000001026, 0.2685999999998785, 1.8203000000003158]","[2157.0983, 2157.4157999999998, 2157.6811, 2157.9008, 2158.1693999999998]"
758,"[26, 66, 62]","[0.5446000000001732, 0.19909999999981665, 0.5929999999998472]","[2159.9897, 2160.5343000000003, 2160.7334]"
759,"[21, 16, 63, 37]","[0.24749999999994543, 0.23300000000017462, 0.2096999999998843, 0.2535000000002583]","[2161.3264, 2161.5739, 2161.8069, 2162.0166]"
760,"[21, 16, 63, 37, 72]","[0.35150000000021464, 0.24789999999984502, 0.2399000000000342, 0.24099999999998545, 0.9190999999996166]","[2164.6825, 2165.034, 2165.2819, 2165.5218, 2165.7628]"
761,"[26, 61, 16, 63, 37, 72]","[0.6158999999997832, 0.2802999999998974, 0.23500000000012733, 0.24589999999989232, 0.21190000000024156, 1.1018000000003667]","[2166.6821, 2167.298, 2167.5782999999997, 2167.8133, 2168.0591999999997, 2168.2711]"
762,"[21, 16, 63, 37, 72]","[0.29939999999987776, 0.3589999999999236, 0.2515000000003056, 0.2367999999996755, 1.2603999999996631]","[2169.3729000000003, 2169.6723, 2170.0313, 2170.2828000000004, 2170.5196]"
763,"[21, 16, 63, 37, 72]","[0.3196000000002641, 0.2514000000001033, 0.22749999999996362, 0.21920000000000073, 1.3266999999996187]","[2171.7799999999997, 2172.0996, 2172.351, 2172.5785, 2172.7977]"
764,"[21, 16, 63, 37, 72]","[0.8297000000002299, 0.22679999999991196, 0.22550000000001091, 0.21129999999993743, 1.6836000000002969]","[2174.1243999999997, 2174.9541, 2175.1809, 2175.4064, 2175.6177]"
765,"[21, 11, 16, 63, 37, 72]","[0.33579999999983556, 0.08159999999998035, 0.22479999999995925, 0.23940000000038708, 0.24089999999978318, 1.0414999999998145]","[2177.3013, 2177.6371, 2177.7187, 2177.9435, 2178.1829000000002, 2178.4238]"
766,"[21, 16, 63, 37, 72]","[0.36220000000002983, 0.30949999999984357, 0.20209999999997308, 0.20990000000028886, 1.0461999999997715]","[2179.4653, 2179.8275, 2180.1369999999997, 2180.3390999999997, 2180.549]"
767,"[21, 16, 63, 37, 72]","[0.334400000000187, 0.22519999999985885, 0.21199999999998909, 0.25090000000000146, 1.6164000000003398]","[2181.5951999999997, 2181.9296, 2182.1548, 2182.3668, 2182.6177]"
768,"[26, 62]","[0.5837000000001353, 0.5294999999996435]","[2184.2341, 2184.8178000000003]"
769,"[21, 16, 63, 37, 72]","[0.28840000000036525, 0.2308999999995649, 0.2252000000003136, 0.21250000000009095, 0.7448999999996886]","[2185.3473, 2185.6357000000003, 2185.8666, 2186.0918, 2186.3043000000002]"
770,"[26, 66, 61, 17, 72]","[0.5046999999999571, 0.07150000000001455, 0.5118000000002212, 1.1322999999997592, 0.28130000000010114]","[2187.0492, 2187.5539, 2187.6254, 2188.1372, 2189.2695]"
771,"[21, 16, 63, 37, 72]","[0.355199999999968, 0.2381000000000313, 0.28330000000005384, 0.22949999999991633, 1.358100000000377]","[2189.5508, 2189.906, 2190.1441, 2190.4274, 2190.6569]"
772,"[21, 16, 66, 61, 11, 16]","[0.3058000000000902, 0.31619999999975335, 0.6332999999999629, 0.6837000000000444, 0.5210999999999331, 0.33339999999998327]","[2192.0150000000003, 2192.3208000000004, 2192.637, 2193.2703, 2193.954, 2194.4751]"
773,"[63, 37, 72]","[0.3668000000002394, 0.4501000000000204, 1.8009999999994761]","[2194.8526, 2195.2194000000004, 2195.6695000000004]"
774,"[21, 16, 63, 37, 72]","[0.38639999999986685, 0.24909999999999854, 0.2294000000001688, 0.2223999999996522, 1.4159000000004198]","[2197.4705, 2197.8568999999998, 2198.1059999999998, 2198.3354, 2198.5577999999996]"
775,"[21, 16, 63, 37, 72]","[0.29029999999966094, 0.2749000000003434, 0.22719999999981155, 0.22229999999990468, 1.295600000000377]","[2199.9737, 2200.2639999999997, 2200.5389, 2200.7661, 2200.9883999999997]"
776,"[21, 16, 66, 66, 63, 37, 72]","[0.27899999999999636, 0.26690000000007785, 0.28369999999995343, 0.15200000000004366, 0.26759999999967476, 0.30050000000028376, 1.22649999999976]","[2202.284, 2202.563, 2202.8299, 2203.1136, 2203.2656, 2203.5332, 2203.8337]"
777,"[21, 16, 63, 37, 72]","[0.3061000000002423, 0.2359999999998763, 0.22620000000006257, 0.23259999999982028, 1.712500000000091]","[2205.0602, 2205.3663, 2205.6023, 2205.8285, 2206.0611]"
778,"[21, 16, 63, 37, 72]","[0.6442000000001826, 0.22600000000011278, 0.2341999999998734, 0.23700000000008004, 1.6147000000000844]","[2207.7736, 2208.4178, 2208.6438000000003, 2208.878, 2209.1150000000002]"
779,"[21, 16, 61, 12]","[0.44129999999950087, 0.35350000000016735, 0.3164999999999054, 0.6480000000001382]","[2210.7297000000003, 2211.171, 2211.5245, 2211.841]"
780,[22],[0.7037999999997737],[2212.489]
781,"[21, 16, 63, 37, 72]","[0.28230000000030486, 0.23900000000003274, 0.23949999999967986, 0.2187000000003536, 1.234599999999773]","[2213.1928, 2213.4751, 2213.7141, 2213.9536, 2214.1723]"
782,"[26, 63, 37, 72]","[0.5273000000001957, 0.26729999999997744, 0.2588999999998123, 0.2640999999998712]","[2215.4069, 2215.9342, 2216.2015, 2216.4604]"
783,"[21, 16, 63, 37, 72]","[0.27930000000014843, 0.23059999999986758, 0.20360000000027867, 0.2197000000001026, 1.3404999999997926]","[2216.7245, 2217.0038, 2217.2344, 2217.438, 2217.6577]"
784,"[21, 13, 32]","[0.2807999999999993, 0.5113999999998668, 0.47260000000005675]","[2218.9982, 2219.279, 2219.7904]"
785,"[21, 16, 63, 37, 72]","[0.2824000000000524, 0.24180000000023938, 0.21969999999964784, 0.22029999999995198, 1.0455000000001746]","[2220.263, 2220.5454, 2220.7872, 2221.0069, 2221.2272]"
786,"[21, 16, 63, 37, 72]","[0.2944999999999709, 0.2238999999999578, 0.23720000000002983, 0.21420000000034634, 1.6421999999997752]","[2222.2727, 2222.5672, 2222.7911, 2223.0283, 2223.2425000000003]"
787,"[21, 16, 63, 37, 72]","[0.38180000000011205, 0.31770000000005894, 0.2849999999998545, 0.24420000000009168, 1.6448999999997795]","[2224.8847, 2225.2665, 2225.5842000000002, 2225.8692, 2226.1134]"
788,"[21, 13, 32]","[0.3085000000000946, 0.4468000000001666, 0.49499999999989086]","[2227.7583, 2228.0668, 2228.5136]"
789,"[26, 63, 37, 72]","[0.6118999999998778, 0.24260000000003856, 0.24089999999978318, 0.9700000000002547]","[2229.0086, 2229.6205, 2229.8631, 2230.104]"
790,"[26, 62]","[0.5817000000001826, 0.43739999999979773]","[2231.074, 2231.6557000000003]"
791,"[21, 16, 63, 37, 72]","[0.3022000000000844, 0.22089999999980137, 0.2270000000003165, 0.22499999999990905, 0.7302999999997155]","[2232.0931, 2232.3953, 2232.6162, 2232.8432000000003, 2233.0682]"
792,"[21, 16, 63, 37, 72]","[0.28510000000005675, 0.26830000000018117, 0.228099999999813, 0.24110000000018772, 1.4887999999996282]","[2233.7985, 2234.0836, 2234.3519, 2234.58, 2234.8211]"
